date,title,link,symbol
Jan-09-25 09:00PM,The CEOs Who Are Tearing Up the Policies Trump Hates,https://finance.yahoo.com/m/aeb56b43-620a-3030-8288-b2b6e0258496/the-ceos-who-are-tearing-up.html,AMZN
07:03PM,"Analysts reboot Amazon stock price targets on AWS, RTO updates",https://finance.yahoo.com/m/b68906d2-c2ba-363c-8017-28c4d4598c09/analysts-reboot-amazon-stock.html,AMZN
02:38PM,Amazon opens retail media network to other online retailers,https://chainstoreage.com/amazon-opens-retail-media-network-other-online-retailers,AMZN
02:33PM,Is Amazon.com Inc. (AMZN) the Best Technology Stock to Invest In for the Long Term,https://finance.yahoo.com/news/amazon-com-inc-amzn-best-193332011.html,AMZN
02:30PM,Amazon's New Ventures and Investments Highlight Strategic Growth,https://finance.yahoo.com/news/amazons-ventures-investments-highlight-strategic-193004227.html,AMZN
01:04PM,Google and Microsoft are the latest tech giants donating $1 million to Trump's inauguration,https://finance.yahoo.com/m/d8fa3bd3-514f-3437-9d10-3797d68b1330/google-and-microsoft-are-the.html,AMZN
11:07AM,"Google is donating $1 million to Trump's inauguration, joining Amazon, Meta and others",https://qz.com/google-youtube-trump-inauguration-meta-amazon-apple-1851736124,AMZN
10:37AM,Fossil to offer Amazon Buy with Prime for direct-to-consumer shoppers,https://chainstoreage.com/fossil-offer-amazon-buy-prime-direct-consumer-shoppers,AMZN
10:22AM,Top 3 tech trends that dominated CES 2025,https://finance.yahoo.com/video/top-3-tech-trends-dominated-152212309.html,AMZN
10:14AM,AI Chip Curbs Trigger Rare Public Fight: Tech Giants vs. China Hawks,https://finance.yahoo.com/m/bff3eb1a-efb7-3d3b-9d48-50816651172b/ai-chip-curbs-trigger-rare.html,AMZN
09:37AM,Amazon expands generative AI capabilities for advertisers,https://chainstoreage.com/amazon-expands-generative-ai-capabilities-advertisers,AMZN
09:31AM,Prime Video head of global sports on the brand's sports ambitions,https://www.youtube.com/watch?v=p0pTm-X_LbA,AMZN
09:09AM,Heres Why PDD Holdings (PDD) Detracted in Q4,https://finance.yahoo.com/news/why-pinduoduo-pdd-detracted-q4-141008096.html,AMZN
09:01AM,Buy with Prime to Expand with Launch of New Brand Fossil,https://www.businesswire.com/news/home/20250109350147/en/(Photo:,AMZN
08:01AM,MercadoLibre Is an Excellent Investment in Latin American E-Commerce,https://finance.yahoo.com/news/mercadolibre-excellent-investment-latin-american-130149044.html,AMZN
07:28AM,"Amazons sweeping RTO mandate might end up being more lax in Europe than in the U.S., report says",https://finance.yahoo.com/m/d95a1708-8e2c-3fcc-bc0e-66a43e7998fc/amazon%E2%80%99s-sweeping-rto-mandate.html,AMZN
06:40AM,"Stocks are priced for 'perfection' and more vulnerable to a correction, Goldman warns",https://finance.yahoo.com/news/stocks-are-priced-for-perfection-and-more-vulnerable-to-a-correction-goldman-warns-114026237.html,AMZN
