ds,y
2024-03-20,60.57658810917514
2024-03-21,61.70584269739552
2024-03-22,62.66928503440881
2024-03-25,62.251761722209615
2024-03-26,61.998383243440145
2024-03-27,60.74204898335483
2024-03-28,62.80182113963136
2024-03-29,62.577305005840024
2024-04-01,62.295732021392155
2024-04-02,62.15115198643331
2024-04-03,61.74040683416432
2024-04-04,61.74049347257855
2024-04-05,62.01976601076246
2024-04-08,61.617619388734326
2024-04-09,60.090417772778764
2024-04-10,60.53147210537505
2024-04-11,60.028707348659395
2024-04-12,60.5990860519
2024-04-15,60.46926085478463
2024-04-16,61.226785335832005
2024-04-17,61.85797373209474
2024-04-18,61.82078278333183
2024-04-19,62.27059952081547
2024-04-22,62.807947966983065
2024-04-23,62.47507851409055
2024-04-24,60.263570099409066
2024-04-25,60.88074130979922
2024-04-26,60.588531403841195
2024-04-29,61.60035678330166
2024-04-30,62.07166825075834
2024-05-01,61.705066416337466
2024-05-02,60.04285429786873
2024-05-03,60.527027383971024
2024-05-06,60.426840345619
2024-05-07,60.72373053940447
2024-05-08,59.21792839209494
2024-05-09,57.77074914432206
2024-05-10,57.642161580551594
2024-05-13,58.645458401398464
2024-05-14,60.324900878473315
2024-05-15,59.88276232591371
2024-05-16,59.033797815373035
2024-05-17,58.96935926034914
2024-05-20,58.30521134068573
2024-05-21,58.889944362859936
2024-05-22,58.951997186469825
2024-05-23,58.88453771497823
2024-05-24,57.81391426923314
2024-05-27,59.11578758640984
2024-05-28,59.42990231489435
2024-05-29,60.14267427817037
2024-05-30,59.79801148974829
2024-05-31,59.07550977252838
2024-06-03,59.913293713383354
2024-06-04,59.89341124576422
2024-06-05,59.169730591978784
2024-06-06,59.35026509213451
2024-06-07,60.08591099900977
2024-06-10,60.371754966716125
2024-06-11,60.44958564612515
2024-06-12,61.359836134105954
2024-06-13,61.43424979447889
2024-06-14,62.47265591427446
2024-06-17,62.256668226773144
2024-06-18,62.783910119517024
2024-06-19,63.672458232609934
2024-06-20,62.0517530772066
2024-06-21,64.08461834611023
2024-06-24,63.66852491050961
2024-06-25,63.17054845306039
2024-06-26,64.25799000854933
2024-06-27,64.11663299884118
2024-06-28,63.92714535614614
2024-07-01,64.49555467996484
2024-07-02,65.36594674875877
2024-07-03,66.84157262837675
2024-07-04,66.6756097697934
2024-07-05,65.78601201981222
2024-07-08,66.90049269859924
2024-07-09,67.24783678823749
2024-07-10,67.37751751455059
2024-07-11,68.50013921837639
2024-07-12,68.84435311014647
2024-07-15,68.01357445965542
2024-07-16,67.24683348371497
2024-07-17,66.62020059667245
2024-07-18,66.96106739788254
2024-07-19,67.38245399335781
2024-07-22,67.1976871931362
2024-07-23,65.927836507125
2024-07-24,66.37798303989763
2024-07-25,65.80432629940829
2024-07-26,65.1876642677228
2024-07-29,65.22700418753115
2024-07-30,64.22767743012939
2024-07-31,65.02734684042288
2024-08-01,65.69961434721561
2024-08-02,66.86286861837829
2024-08-05,66.5770491345777
2024-08-06,66.64421306152997
2024-08-07,64.65940104372153
2024-08-08,66.37753575852187
2024-08-09,66.14227767736132
2024-08-12,65.93452521020632
2024-08-13,66.2791351528816
2024-08-14,65.58891485810798
2024-08-15,64.80523272428938
2024-08-16,66.31937706490397
2024-08-19,66.91067321982419
2024-08-20,66.56208126617443
2024-08-21,66.5299977992048
2024-08-22,66.62341426344878
2024-08-23,68.3396462332067
2024-08-26,69.16955621877939
2024-08-27,69.5401451186956
2024-08-28,69.61770421901784
2024-08-29,70.30276829847509
2024-08-30,69.72492368307171
2024-09-02,70.01471835135064
2024-09-03,70.91495043185748
2024-09-04,71.33610417754502
2024-09-05,72.17966854479492
2024-09-06,71.67051827310524
2024-09-09,72.24406083291208
2024-09-10,72.49426412678925
2024-09-11,72.65074598126311
2024-09-12,71.73641225247572
2024-09-13,73.12617740651955
2024-09-16,73.42701939791169
2024-09-17,74.93163661956767
2024-09-18,74.19656820954435
2024-09-19,74.4504508289797
2024-09-20,73.84917188733074
2024-09-23,74.30074734390412
2024-09-24,73.44531296413085
2024-09-25,73.00188623712644
2024-09-26,72.39484421841163
2024-09-27,71.01407354306976
2024-09-30,72.18618368619933
2024-10-01,73.18397119794166
2024-10-02,72.7981478314791
2024-10-03,72.18273840619757
2024-10-04,72.31270574562741
2024-10-07,73.35133104668822
2024-10-08,73.43135499580671
2024-10-09,73.64188910390597
2024-10-10,73.55737310990908
2024-10-11,74.0246010198111
2024-10-14,73.3529198205424
2024-10-15,72.18603336324824
2024-10-16,72.12428576423729
2024-10-17,71.66612181675427
2024-10-18,70.98242731881628
2024-10-21,70.6140204204545
2024-10-22,70.07199507425301
2024-10-23,70.65020587115906
2024-10-24,69.27479765553824
2024-10-25,69.35255577639286
2024-10-28,69.3680496319172
2024-10-29,70.54374760042376
2024-10-30,71.14357475266588
2024-10-31,70.17550110972815
2024-11-01,71.1277444684029
2024-11-04,69.76195257112407
2024-11-05,70.15569981630726
2024-11-06,68.37940608405498
2024-11-07,68.10261951789764
2024-11-08,69.2828507281959
2024-11-11,70.13161807772295
2024-11-12,69.74669983661117
2024-11-13,70.3032255702392
2024-11-14,70.47394644372585
2024-11-15,69.55901967407586
2024-11-18,70.10898693750957
2024-11-19,70.76940861043386
2024-11-20,70.95369254666969
2024-11-21,70.59205603179669
2024-11-22,69.82829917793333
2024-11-25,70.28610662920732
2024-11-26,69.05250249763898
2024-11-27,68.70187035020304
2024-11-28,69.00586823996916
2024-11-29,68.03202915895913
2024-12-02,66.54077852263629
2024-12-03,67.62130221284471
2024-12-04,67.3150185958024
2024-12-05,67.40830978148917
2024-12-06,67.51835191329437
2024-12-09,66.48131832996674
2024-12-10,66.22001417307267
2024-12-11,65.91984298131207
2024-12-12,66.23960953683597
2024-12-13,66.493914879005
2024-12-16,66.86245553288158
2024-12-17,66.42408985633911
2024-12-18,66.59202468235182
2024-12-19,67.98199453529652
2024-12-20,67.99774594983843
2024-12-23,67.66751140652143
2024-12-24,67.3084553569034
2024-12-25,67.12991044129559
2024-12-26,68.51873174765424
2024-12-27,68.06790285815396
2024-12-30,68.03754349073185
2024-12-31,67.30828874801976
2025-01-01,67.5197083095538
2025-01-02,66.57870588979303
2025-01-03,66.86867047612976
2025-01-06,67.10320750271032
2025-01-07,67.18041976911672
2025-01-08,68.98429755598376
2025-01-09,68.76021927663712
2025-01-10,69.25783470076983
2025-01-13,68.15779704941373
2025-01-14,68.46656340848892
2025-01-15,67.41246125917719
2025-01-16,67.91993060740793
2025-01-17,66.23376017558041
2025-01-20,66.10856003831007
2025-01-21,66.85656666418738
2025-01-22,66.58550948314759
2025-01-23,66.98638758625304
2025-01-24,66.1699097458666
2025-01-27,67.57123922694412
2025-01-28,66.5914649786438
2025-01-29,65.59759131555296
2025-01-30,66.09943718582394
2025-01-31,66.48635713573209
2025-02-03,66.52115429098059
2025-02-04,65.87225354589646
2025-02-05,66.08631173548851
2025-02-06,65.13982589652467
2025-02-07,65.29937943176384
2025-02-10,65.1666150241051
2025-02-11,65.38955597255307
2025-02-12,64.34520479881299
2025-02-13,64.22916085290811
2025-02-14,63.43850840252915
2025-02-17,63.190108248374926
2025-02-18,63.08080592302184
2025-02-19,62.46046957704262
2025-02-20,62.534815729418085
2025-02-21,62.41984260713986
2025-02-24,63.11103539753643
2025-02-25,64.1739475056496
2025-02-26,63.82896208283397
2025-02-27,62.94816688255546
2025-02-28,63.21809745914151
2025-03-03,64.93037932435595
2025-03-04,64.99173805721091
2025-03-05,65.60921569443813
2025-03-06,66.38160377353553
2025-03-07,65.4995199753566
2025-03-10,65.52243564725696
2025-03-11,64.41297506099261
2025-03-12,64.5600081748967
2025-03-13,64.68810100075937
2025-03-14,64.55573867535627
2025-03-17,66.39899906952613
2025-03-18,67.05943424550263
2025-03-19,67.27075555399045
2025-03-20,66.55126991252294
